type,station_name,longitude,latitude,n_obs,deviance,p_intercept,p_ishour_1,p_ishour_2,p_ishour_3,p_ishour_4,p_ishour_5,p_ishour_6,p_ishour_7,p_ishour_8,p_ishour_9,p_ishour_10,p_ishour_11,p_ishour_12,p_ishour_13,p_ishour_14,p_ishour_15,p_ishour_16,p_ishour_17,p_ishour_18,p_ishour_19,p_ishour_20,p_ishour_21,p_ishour_22,p_ishour_23,p_isweekday_1,p_isweekday_2,p_isweekday_3,p_isweekday_4,p_isweekday_5,p_isweekday_6,p_avgtemp,p_avgtempsqr
departures,Broad-St-and-Bridge-St,-74.01167797,40.70365182,664512,135815.182474,-7.91688774535,-0.246097943608,-0.217184241851,-0.330842876547,-0.449177221719,-0.444215810637,-0.284428687196,-0.36773216282,0.29636161372,0.331881731242,0.486836078986,0.913853712547,1.20256110671,1.19687047413,1.27421691049,1.37330777213,2.12027675329,2.61909812773,1.88436009579,1.23052234745,0.847166384091,0.461053980532,0.291527264081,0.0196523638716,-0.00353827205335,0.0158662235962,-0.0267184101477,-0.0283682644398,-0.646530999017,-0.709447789687,0.146007058211,-0.00135155033492
departures,Broadway-and-Battery-Pl,-74.01361706,40.70463334,664511,250200.08273,-5.40284056695,-0.221104834856,-0.195667470853,-0.619520501441,-0.568632820287,-0.500215303492,-0.24632143214,0.454229467789,0.858677379144,0.985233077166,0.935482880229,1.19764139424,1.51721944683,1.51629319994,1.51696756043,1.64614043537,1.88715345974,2.16085248406,1.66912837354,1.2379225804,0.851980730843,0.588977302205,0.257800019446,0.0953822602311,-0.0736672362997,-0.0447615685313,-0.0611436720472,-0.049446237561,-0.318502938896,-0.16948541112,0.0616135753974,-0.000451123522282
departures,Broadway-and-Berry-St,-73.96525063,40.71044554,664508,116239.810171,-7.65779621436,-0.293794387558,-0.513160928708,-0.81682539317,-1.07485624773,-0.959950220463,-0.262714288881,0.104114998806,0.615055214616,1.02515275522,0.611051009649,0.679898922504,0.612592888946,0.56883781365,0.733191862694,0.605620839897,0.622206287218,0.562866061731,0.706046758473,0.592194850091,0.425867098418,0.259147744448,0.260093770054,0.217378237147,-0.222819442597,-0.246446335288,-0.189270207033,-0.0757960117687,0.304483615148,0.39427568351,0.135988163414,-0.00121673133784
departures,Broadway-and-E-14-St,-73.99074142,40.73454567,664510,385806.169944,-4.91795268144,-0.391484172289,-0.902342043148,-1.0949134714,-1.08819268412,-1.14042751016,-0.685642474532,-0.0196922466563,0.738574417481,1.02824064808,0.873193789412,0.921173229763,1.007854361,1.12685504246,1.13912272351,1.25192722759,1.2862042692,1.41376242319,1.41951509957,1.22031849248,1.02931721132,0.893644285473,0.680079834723,0.332359791842,0.00453960163651,0.0359629066915,-0.0526884278825,0.0147931455598,-0.0161988801334,-0.0161405485767,0.089227049437,-0.000816856627389
departures,Broadway-and-E-22-St,-73.98955109,40.7403432,664508,356239.852652,-5.59279766923,-0.275764171959,-0.543997800698,-0.731132606152,-0.662177203001,-0.709092420341,0.0191470748884,0.972174038498,1.38638744148,1.53694763407,1.58159366353,1.68006205755,1.86755603424,1.8785282646,1.95748044348,2.02773735934,2.11441312533,2.3298070948,2.05936332984,1.67624763411,1.28922164465,0.932251997794,0.599456507102,0.360549368649,0.0532032510867,0.0182348364385,0.0278832035975,0.0259029503541,-0.161265544831,-0.153182546509,0.0860369986198,-0.000769765986057
departures,Broadway-and-W-24-St,-73.98915076,40.7423543,664376,339208.83524,-6.62395422285,-0.30463619403,-0.850353417932,-0.833293679884,-0.964385107862,-0.987751423282,-0.0356122168093,0.833970957789,1.39002424947,1.2751149479,1.62543452648,1.76327712974,1.92321140973,2.08254201853,2.16980113219,2.19097923599,2.28462961791,2.55076528772,2.1074949407,1.85511212956,1.48608465654,1.09301468475,0.881891821368,0.401385110341,0.00415628469172,0.00932973329587,0.000102374873119,0.010999154275,-0.155693921584,-0.159095275567,0.116246036336,-0.00100921993013
departures,Broadway-and-W-29-St,-73.98855723,40.7462009,664506,260588.783443,-5.95890868557,-0.239374048056,-0.434481748946,-0.885218454543,-0.752748334163,-0.700746729656,0.531886783691,1.05679418684,1.44214616558,1.6947454577,1.424168166,1.45400219346,1.6609013102,1.74090664883,1.65476327893,1.57578758252,1.69938100497,1.98457682405,1.85078430102,1.5212431382,1.1376102644,0.772948738666,0.498548380638,0.381647175143,0.0210263324287,0.024859400022,0.00774658625298,0.00508548321735,-0.380937760327,-0.347411231542,0.0925943678063,-0.000854027366462
departures,Broadway-and-W-32-St,-73.98808416,40.74854862,664507,262026.942015,-6.17284667751,-0.292420304049,-0.675073710788,-0.78910980873,-1.03098100808,-0.950026212371,-0.0692432130317,0.541336443538,1.20776900832,1.22164979959,0.813580631323,0.870961716277,1.06503065636,1.21534582247,1.13973088416,1.12060973592,1.39224318512,1.94010787046,1.94490321875,1.50612168904,1.13451329733,0.861448829778,0.698415583697,0.424278200646,0.0409568662134,0.00979367836917,0.0566104071393,0.114448937276,-0.246595419272,-0.338769093454,0.109600636998,-0.00101026981638
departures,Broadway-and-W-36-St,-73.98765428,40.75097711,664511,199815.514579,-7.83995839075,-0.13181481312,-0.504932228594,-0.514733570318,-0.505951155532,-0.506684856186,0.873785176318,1.19423831,1.92930820579,2.11542990846,1.51351295698,1.56333177883,1.78393081098,1.85116627147,1.81248473158,1.87638400625,2.01030546804,2.48822957326,2.57179629273,1.94804120643,1.46225776103,1.27222528613,0.89301158993,0.270619355854,-0.111836666133,-0.024213032579,-0.0219490309198,-0.13353652875,-0.511910007444,-0.490563965209,0.143437630544,-0.00133347766234
departures,Broadway-and-W-37-St,-73.98753523,40.75172632,664509,233010.540353,-5.77842494317,-0.0269788199135,-0.347706104907,-0.418333576576,-0.402457373174,-0.260255070785,0.190358374789,0.90894447175,1.44949822897,1.55237343365,1.15350803236,1.20216214362,1.43608840648,1.47534451899,1.43267152811,1.42284957849,1.5833503488,2.08945311697,1.91081815841,1.26608829602,0.848696628003,0.565372242345,0.426103780188,0.125572522353,0.0343447096742,0.00789921092777,-0.0226873133374,0.0332614597459,-0.464727503605,-0.436395092201,0.0826673185339,-0.000764643083544
departures,Broadway-and-W-39-St,-73.98721619,40.75299641,664478,217861.27412,-6.60225260819,-0.130023313978,-0.457047538882,-0.509356318221,-0.707018896117,-0.473649690935,0.351916355476,1.13333669555,1.64554465184,1.84410021368,1.38839404636,1.44373693072,1.66868946377,1.68798113917,1.64007212682,1.57526991298,1.6437815764,2.00978573195,1.74982230386,1.35328529538,0.895982106544,0.593672726239,0.485923842163,0.239219253157,0.0309812872623,0.0332022623384,0.0298040649302,0.08243844257,-0.429176362403,-0.501296354026,0.105207540404,-0.000949961762953
